frame_id,sequence_id,surface_id,direction,active_boundary,step_index,offset_m,label,target_pixel_coverage,occlusion_visibility_ratio,boundary_pixel_line,rgb_path
4076708,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,3,-3.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 621.7686908133724], [956.4815702550666, 621.7686908133724]]",surface_sigma/NORMAL_LOCK/DOWN/down_0003_rgb.png
4076709,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,4,-4.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 580.6341905505386], [956.4815702550666, 580.6341905505386]]",surface_sigma/NORMAL_LOCK/DOWN/down_0004_rgb.png
4076710,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,5,-5.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 539.4996902877049], [956.4815702550666, 539.4996902877049]]",surface_sigma/NORMAL_LOCK/DOWN/down_0005_rgb.png
4076711,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,6,-6.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 498.3651900248712], [956.4815702550666, 498.3651900248712]]",surface_sigma/NORMAL_LOCK/DOWN/down_0006_rgb.png
4076712,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,7,-7.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 457.23067014757925], [956.4815702550666, 457.23067014757925]]",surface_sigma/NORMAL_LOCK/DOWN/down_0007_rgb.png
4076713,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,8,-8.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 416.0961698847455], [956.4815702550666, 416.0961698847455]]",surface_sigma/NORMAL_LOCK/DOWN/down_0008_rgb.png
4076714,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,9,-9.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 374.96166962191177], [956.4815702550666, 374.96166962191177]]",surface_sigma/NORMAL_LOCK/DOWN/down_0009_rgb.png
4076715,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,10,-10.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 333.827169359078], [956.4815702550666, 333.827169359078]]",surface_sigma/NORMAL_LOCK/DOWN/down_0010_rgb.png
4076716,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,11,-11.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 292.6926789034734], [956.4815702550666, 292.6926789034734]]",surface_sigma/NORMAL_LOCK/DOWN/down_0011_rgb.png
4076717,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,12,-12.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 251.5581884478687], [956.4815702550666, 251.5581884478687]]",surface_sigma/NORMAL_LOCK/DOWN/down_0012_rgb.png
4076718,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,13,-13.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 210.42368818503496], [956.4815702550666, 210.42368818503496]]",surface_sigma/NORMAL_LOCK/DOWN/down_0013_rgb.png
4076719,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,14,-14.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 169.28918585348882], [956.4815702550666, 169.28918585348882]]",surface_sigma/NORMAL_LOCK/DOWN/down_0014_rgb.png
4076720,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,15,-15.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 128.1546852075602], [956.4815702550666, 128.1546852075602]]",surface_sigma/NORMAL_LOCK/DOWN/down_0015_rgb.png
4076721,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,16,-16.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 87.02018739653371], [956.4815702550666, 87.02018739653371]]",surface_sigma/NORMAL_LOCK/DOWN/down_0016_rgb.png
4076722,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,17,-17.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 45.88568713369998], [956.4815702550666, 45.88568713369998]]",surface_sigma/NORMAL_LOCK/DOWN/down_0017_rgb.png
4076723,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,18,-18.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 4.751186870866241], [956.4815702550666, 4.751186870866241]]",surface_sigma/NORMAL_LOCK/DOWN/down_0018_rgb.png
4076724,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,19,-19.0,OUT,0.0,0.0,"[[-317.48094259240384, -36.3833133919675], [956.4815702550666, -36.3833133919675]]",surface_sigma/NORMAL_LOCK/DOWN/down_0019_rgb.png
4076725,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,20,-20.0,OUT,0.0,0.0,"[[-317.48094259240384, -77.51781365480124], [956.4815702550666, -77.51781365480124]]",surface_sigma/NORMAL_LOCK/DOWN/down_0020_rgb.png
4076726,surface_sigma/NORMAL_LOCK/DOWN,surface_sigma,DOWN,BOTTOM,21,-21.0,OUT,0.0,0.0,"[[-317.48094259240384, -118.65231391763504], [956.4815702550666, -118.65231391763504]]",surface_sigma/NORMAL_LOCK/DOWN/down_0021_rgb.png
4076178,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,0,-0.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -266.17218748283744], [-317.48094259240384, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0000_rgb.png
4076179,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,1,-1.0,UNKNOWN,0.0,0.0,"[[-276.3464423295701, -266.17218748283744], [-276.3464423295701, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0001_rgb.png
4076180,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,2,-2.0,UNKNOWN,0.0,0.0,"[[-235.21194206673636, -266.17218748283744], [-235.21194206673636, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0002_rgb.png
4076181,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,3,-3.0,UNKNOWN,0.0,0.0,"[[-194.07744180390262, -266.17218748283744], [-194.07744180390262, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0003_rgb.png
4076182,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,4,-4.0,UNKNOWN,0.0,0.0,"[[-152.94294154106882, -266.17218748283744], [-152.94294154106882, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0004_rgb.png
4076183,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,5,-5.0,UNKNOWN,0.0,0.0,"[[-111.80844127823507, -266.17218748283744], [-111.80844127823507, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0005_rgb.png
4076184,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,6,-6.0,UNKNOWN,0.0,0.0,"[[-70.67394101540133, -266.17218748283744], [-70.67394101540133, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0006_rgb.png
4076185,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,7,-7.0,UNKNOWN,0.0,0.0,"[[-29.53944075256759, -266.17218748283744], [-29.53944075256759, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0007_rgb.png
4076186,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,8,-8.0,UNKNOWN,0.0,0.0,"[[11.595059510266148, -266.17218748283744], [11.595059510266148, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0008_rgb.png
4076187,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,9,-9.0,UNKNOWN,0.0,0.0,"[[52.729559773099886, -266.17218748283744], [52.729559773099886, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0009_rgb.png
4076188,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,10,-10.0,UNKNOWN,0.0,0.0,"[[93.86406003593366, -266.17218748283744], [93.86406003593366, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0010_rgb.png
4076189,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,11,-11.0,UNKNOWN,0.0,0.0,"[[134.9985602987674, -266.17218748283744], [134.9985602987674, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0011_rgb.png
4076190,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,12,-12.0,UNKNOWN,0.0,0.0,"[[176.13306056160113, -266.17218748283744], [176.13306056160113, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0012_rgb.png
4076191,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,13,-13.0,UNKNOWN,0.0,0.0,"[[217.2675608244349, -266.17218748283744], [217.2675608244349, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0013_rgb.png
4076192,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,14,-14.0,UNKNOWN,0.0,0.0,"[[258.40206108726863, -266.17218748283744], [258.40206108726863, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0014_rgb.png
4076193,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,15,-15.0,UNKNOWN,0.0,0.0,"[[299.5365613501024, -266.17218748283744], [299.5365613501024, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0015_rgb.png
4076194,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,16,-16.0,UNKNOWN,0.0,0.0,"[[340.6710616129361, -266.17218748283744], [340.6710616129361, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0016_rgb.png
4076195,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,17,-17.0,UNKNOWN,0.0,0.0,"[[381.80556187576985, -266.17218748283744], [381.80556187576985, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0017_rgb.png
4076196,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,18,-18.0,UNKNOWN,0.0,0.0,"[[422.9400621386036, -266.17218748283744], [422.9400621386036, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0018_rgb.png
4076197,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,19,-19.0,UNKNOWN,0.0,0.0,"[[464.07456240143733, -266.17218748283744], [464.07456240143733, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0019_rgb.png
4076198,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,20,-20.0,UNKNOWN,0.0,0.0,"[[505.2090626642711, -266.17218748283744], [505.2090626642711, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0020_rgb.png
4076199,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,21,-21.0,UNKNOWN,0.0,0.0,"[[546.3435629271048, -266.17218748283744], [546.3435629271048, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0021_rgb.png
4076200,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,22,-22.0,UNKNOWN,0.0,0.0,"[[587.4780631899386, -266.17218748283744], [587.4780631899386, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0022_rgb.png
4076201,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,23,-23.0,UNKNOWN,0.0,0.0,"[[628.6125634527723, -266.17218748283744], [628.6125634527723, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0023_rgb.png
4076202,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,24,-24.0,OUT,0.0,0.0,"[[669.747063715606, -266.17218748283744], [669.747063715606, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0024_rgb.png
4076203,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,25,-25.0,OUT,0.0,0.0,"[[710.8812501471084, -266.17218748283744], [710.8812501471084, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0025_rgb.png
4076204,surface_sigma/NORMAL_LOCK/LEFT,surface_sigma,LEFT,LEFT,26,-26.0,OUT,0.0,0.0,"[[752.0157504099421, -266.17218748283744], [752.0157504099421, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/LEFT/left_0026_rgb.png
4076359,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,0,0.0,UNKNOWN,0.0,0.0,"[[956.4815702550666, -266.17218748283744], [956.4815702550666, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0000_rgb.png
4076360,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,1,1.0,UNKNOWN,0.0,0.0,"[[915.3470699922328, -266.17218748283744], [915.3470699922328, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0001_rgb.png
4076361,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,2,2.0,UNKNOWN,0.0,0.0,"[[874.2125697293991, -266.17218748283744], [874.2125697293991, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0002_rgb.png
4076362,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,3,3.0,UNKNOWN,0.0,0.0,"[[833.0780694665654, -266.17218748283744], [833.0780694665654, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0003_rgb.png
4076363,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,4,4.0,UNKNOWN,0.0,0.0,"[[791.9435692037315, -266.17218748283744], [791.9435692037315, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0004_rgb.png
4076364,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,5,5.0,UNKNOWN,0.0,0.0,"[[750.8090689408978, -266.17218748283744], [750.8090689408978, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0005_rgb.png
4076365,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,6,6.0,UNKNOWN,0.0,0.0,"[[709.674568678064, -266.17218748283744], [709.674568678064, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0006_rgb.png
4076366,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,7,7.0,UNKNOWN,0.0,0.0,"[[668.5400684152303, -266.17218748283744], [668.5400684152303, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0007_rgb.png
4076367,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,8,8.0,UNKNOWN,0.0,0.0,"[[627.4055681523965, -266.17218748283744], [627.4055681523965, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0008_rgb.png
4076368,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,9,9.0,UNKNOWN,0.0,0.0,"[[586.2710678895628, -266.17218748283744], [586.2710678895628, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0009_rgb.png
4076369,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,10,10.0,UNKNOWN,0.0,0.0,"[[545.1365676267291, -266.17218748283744], [545.1365676267291, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0010_rgb.png
4076370,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,11,11.0,UNKNOWN,0.0,0.0,"[[504.00206736389526, -266.17218748283744], [504.00206736389526, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0011_rgb.png
4076371,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,12,12.0,UNKNOWN,0.0,0.0,"[[462.8675671010615, -266.17218748283744], [462.8675671010615, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0012_rgb.png
4076372,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,13,13.0,UNKNOWN,0.0,0.0,"[[421.7330668382278, -266.17218748283744], [421.7330668382278, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0013_rgb.png
4076373,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,14,14.0,UNKNOWN,0.0,0.0,"[[380.59856657539405, -266.17218748283744], [380.59856657539405, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0014_rgb.png
4076374,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,15,15.0,UNKNOWN,0.0,0.0,"[[339.4640663125603, -266.17218748283744], [339.4640663125603, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0015_rgb.png
4076375,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,16,16.0,UNKNOWN,0.0,0.0,"[[298.32956604972657, -266.17218748283744], [298.32956604972657, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0016_rgb.png
4076376,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,17,17.0,UNKNOWN,0.0,0.0,"[[257.1950657868928, -266.17218748283744], [257.1950657868928, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0017_rgb.png
4076377,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,18,18.0,UNKNOWN,0.0,0.0,"[[216.0605655240591, -266.17218748283744], [216.0605655240591, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0018_rgb.png
4076378,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,19,19.0,UNKNOWN,0.0,0.0,"[[174.92606526122532, -266.17218748283744], [174.92606526122532, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0019_rgb.png
4076379,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,20,20.0,UNKNOWN,0.0,0.0,"[[133.79156499839158, -266.17218748283744], [133.79156499839158, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0020_rgb.png
4076380,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,21,21.0,UNKNOWN,0.0,0.0,"[[92.65706473555784, -266.17218748283744], [92.65706473555784, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0021_rgb.png
4076381,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,22,22.0,UNKNOWN,0.0,0.0,"[[51.52256447272408, -266.17218748283744], [51.52256447272408, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0022_rgb.png
4076382,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,23,23.0,UNKNOWN,0.0,0.0,"[[10.388064209890336, -266.17218748283744], [10.388064209890336, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0023_rgb.png
4076383,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,24,24.0,OUT,0.0,0.0,"[[-30.746436052943405, -266.17218748283744], [-30.746436052943405, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0024_rgb.png
4076384,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,25,25.0,OUT,0.0,0.0,"[[-71.88093631577715, -266.17218748283744], [-71.88093631577715, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0025_rgb.png
4076385,surface_sigma/NORMAL_LOCK/RIGHT,surface_sigma,RIGHT,RIGHT,26,26.0,OUT,0.0,0.0,"[[-113.01543657861089, -266.17218748283744], [-113.01543657861089, 745.1721916018736]]",surface_sigma/NORMAL_LOCK/RIGHT/right_0026_rgb.png
4076548,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,0,0.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -266.17218748283744], [956.4815702550666, -266.17218748283744]]",surface_sigma/NORMAL_LOCK/UP/up_0000_rgb.png
4076549,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,1,1.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -225.03768722000368], [956.4815702550666, -225.03768722000368]]",surface_sigma/NORMAL_LOCK/UP/up_0001_rgb.png
4076550,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,2,2.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -183.90318695716994], [956.4815702550666, -183.90318695716994]]",surface_sigma/NORMAL_LOCK/UP/up_0002_rgb.png
4076551,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,3,3.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -142.7686866943362], [956.4815702550666, -142.7686866943362]]",surface_sigma/NORMAL_LOCK/UP/up_0003_rgb.png
4076552,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,4,4.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -101.63418643150244], [956.4815702550666, -101.63418643150244]]",surface_sigma/NORMAL_LOCK/UP/up_0004_rgb.png
4076553,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,5,5.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -60.49968616866871], [956.4815702550666, -60.49968616866871]]",surface_sigma/NORMAL_LOCK/UP/up_0005_rgb.png
4076554,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,6,6.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, -19.365185905834966], [956.4815702550666, -19.365185905834966]]",surface_sigma/NORMAL_LOCK/UP/up_0006_rgb.png
4076555,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,7,7.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 21.7693143569988], [956.4815702550666, 21.7693143569988]]",surface_sigma/NORMAL_LOCK/UP/up_0007_rgb.png
4076556,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,8,8.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 62.903814619832545], [956.4815702550666, 62.903814619832545]]",surface_sigma/NORMAL_LOCK/UP/up_0008_rgb.png
4076557,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,9,9.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 104.03831488266628], [956.4815702550666, 104.03831488266628]]",surface_sigma/NORMAL_LOCK/UP/up_0009_rgb.png
4076558,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,10,10.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 145.17281514550004], [956.4815702550666, 145.17281514550004]]",surface_sigma/NORMAL_LOCK/UP/up_0010_rgb.png
4076559,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,11,11.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 186.30731540833378], [956.4815702550666, 186.30731540833378]]",surface_sigma/NORMAL_LOCK/UP/up_0011_rgb.png
4076560,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,12,12.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 227.44181567116752], [956.4815702550666, 227.44181567116752]]",surface_sigma/NORMAL_LOCK/UP/up_0012_rgb.png
4076561,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,13,13.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 268.5763159340013], [956.4815702550666, 268.5763159340013]]",surface_sigma/NORMAL_LOCK/UP/up_0013_rgb.png
4076562,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,14,14.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 309.710816196835], [956.4815702550666, 309.710816196835]]",surface_sigma/NORMAL_LOCK/UP/up_0014_rgb.png
4076563,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,15,15.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 350.84531645966877], [956.4815702550666, 350.84531645966877]]",surface_sigma/NORMAL_LOCK/UP/up_0015_rgb.png
4076564,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,16,16.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 391.9798167225025], [956.4815702550666, 391.9798167225025]]",surface_sigma/NORMAL_LOCK/UP/up_0016_rgb.png
4076565,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,17,17.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 433.11431698533625], [956.4815702550666, 433.11431698533625]]",surface_sigma/NORMAL_LOCK/UP/up_0017_rgb.png
4076566,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,18,18.0,UNKNOWN,0.0,0.0,"[[-317.48094259240384, 474.24881724817], [956.4815702550666, 474.24881724817]]",surface_sigma/NORMAL_LOCK/UP/up_0018_rgb.png
4076567,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,19,19.0,OUT,0.0,0.0,"[[-317.48094259240384, 515.3833175110037], [956.4815702550666, 515.3833175110037]]",surface_sigma/NORMAL_LOCK/UP/up_0019_rgb.png
4076568,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,20,20.0,OUT,0.0,0.0,"[[-317.48094259240384, 556.5178177738375], [956.4815702550666, 556.5178177738375]]",surface_sigma/NORMAL_LOCK/UP/up_0020_rgb.png
4076569,surface_sigma/NORMAL_LOCK/UP,surface_sigma,UP,TOP,21,21.0,OUT,0.0,0.0,"[[-317.48094259240384, 597.6523180366712], [956.4815702550666, 597.6523180366712]]",surface_sigma/NORMAL_LOCK/UP/up_0021_rgb.png
